ID,category,timestamp,price_now,price_one,price_seven,price_thirty,thirty_min,thirty_max,thirty_avg
890,Arrows,1449964800000,50,50,51,50,50,51,50.36666666666667,
890,Arrows,1450051200000,50,50,50,51,50,51,50.36666666666667,
890,Arrows,1450137600000,51,50,50,50,50,51,50.333333333333336,
890,Arrows,1450224000000,50,51,51,50,50,51,50.36666666666667,
890,Arrows,1450310400000,50,50,50,50,50,51,50.36666666666667,
890,Arrows,1450396800000,50,50,50,50,50,51,50.36666666666667,
890,Arrows,1450483200000,50,50,50,51,50,51,50.36666666666667,
890,Arrows,1450569600000,50,50,50,50,50,51,50.333333333333336,
890,Arrows,1450656000000,50,50,50,50,50,51,50.333333333333336,
890,Arrows,1450742400000,50,50,51,50,50,51,50.333333333333336,
890,Arrows,1450828800000,50,50,50,51,50,51,50.333333333333336,
890,Arrows,1450915200000,50,50,50,50,50,51,50.3,
890,Arrows,1451001600000,50,50,50,51,50,51,50.3,
890,Arrows,1451088000000,50,50,50,51,50,51,50.266666666666666,
890,Arrows,1451174400000,50,50,50,50,50,51,50.233333333333334,
890,Arrows,1451260800000,50,50,50,50,50,51,50.233333333333334,
890,Arrows,1451347200000,50,50,50,50,50,51,50.233333333333334,
890,Arrows,1451433600000,50,50,50,50,50,51,50.233333333333334,
890,Arrows,1451520000000,50,50,50,50,50,51,50.233333333333334,
890,Arrows,1451606400000,50,50,50,51,50,51,50.233333333333334,
890,Arrows,1451692800000,50,50,50,51,50,51,50.2,
890,Arrows,1451779200000,50,50,50,51,50,51,50.166666666666664,
890,Arrows,1451865600000,50,50,50,51,50,51,50.13333333333333,
890,Arrows,1451952000000,50,50,50,51,50,51,50.1,
890,Arrows,1452038400000,50,50,50,50,50,51,50.06666666666667,
890,Arrows,1452124800000,50,50,50,50,50,51,50.06666666666667,
890,Arrows,1452211200000,50,50,50,51,50,51,50.06666666666667,
890,Arrows,1452297600000,50,50,50,50,50,51,50.03333333333333,
890,Arrows,1452384000000,50,50,50,50,50,51,50.03333333333333,
890,Arrows,1452470400000,50,50,50,50,50,51,50.03333333333333,
890,Arrows,1452556800000,50,50,50,50,50,51,50.03333333333333,
890,Arrows,1452643200000,50,50,50,50,50,51,50.03333333333333,
890,Arrows,1452729600000,50,50,50,51,50,51,50.03333333333333,
890,Arrows,1452816000000,50,50,50,50,50,50,50,
890,Arrows,1452902400000,50,50,50,50,50,50,50,
890,Arrows,1452988800000,50,50,50,50,50,50,50,
890,Arrows,1453075200000,50,50,50,50,50,50,50,
890,Arrows,1453161600000,50,50,50,50,50,50,50,
890,Arrows,1453248000000,50,50,50,50,50,50,50,
890,Arrows,1453334400000,50,50,50,50,50,50,50,
890,Arrows,1453420800000,50,50,50,50,50,50,50,
890,Arrows,1453507200000,50,50,50,50,50,50,50,
890,Arrows,1453593600000,50,50,50,50,50,50,50,
890,Arrows,1453680000000,50,50,50,50,50,50,50,
890,Arrows,1453766400000,52,50,50,50,50,50,50,
890,Arrows,1453852800000,54,52,50,50,50,52,50.06666666666667,
890,Arrows,1453939200000,55,54,50,50,50,54,50.2,
890,Arrows,1454025600000,55,55,50,50,50,55,50.36666666666667,
890,Arrows,1454112000000,54,55,50,50,50,55,50.53333333333333,
890,Arrows,1454198400000,53,54,50,50,50,55,50.666666666666664,
890,Arrows,1454284800000,52,53,50,50,50,55,50.766666666666666,
