ID,category,timestamp,price_now,price_one,price_seven,price_thirty,thirty_min,thirty_max,thirty_avg
10392,Costumes,1449964800000,58297,58297,58297,58297,58297,58297,58297,
10392,Costumes,1450051200000,58623,58297,58297,58297,58297,58297,58297,
10392,Costumes,1450137600000,58623,58623,58297,58297,58297,58623,58307.86666666667,
10392,Costumes,1450224000000,58623,58623,58297,58297,58297,58623,58318.73333333333,
10392,Costumes,1450310400000,58623,58623,58297,58297,58297,58623,58329.6,
10392,Costumes,1450396800000,58623,58623,58297,58297,58297,58623,58340.46666666667,
10392,Costumes,1450483200000,58623,58623,58297,58297,58297,58623,58351.333333333336,
10392,Costumes,1450569600000,58623,58623,58297,58297,58297,58623,58362.2,
10392,Costumes,1450656000000,58623,58623,58623,58297,58297,58623,58373.066666666666,
10392,Costumes,1450742400000,58623,58623,58623,58297,58297,58623,58383.933333333334,
10392,Costumes,1450828800000,58623,58623,58623,58297,58297,58623,58394.8,
10392,Costumes,1450915200000,58623,58623,58623,58297,58297,58623,58405.666666666664,
10392,Costumes,1451001600000,58623,58623,58623,58297,58297,58623,58416.53333333333,
10392,Costumes,1451088000000,58623,58623,58623,58297,58297,58623,58427.4,
10392,Costumes,1451174400000,58623,58623,58623,58297,58297,58623,58438.26666666667,
10392,Costumes,1451260800000,58623,58623,58623,58297,58297,58623,58449.13333333333,
10392,Costumes,1451347200000,58623,58623,58623,58297,58297,58623,58460,
10392,Costumes,1451433600000,58623,58623,58623,58297,58297,58623,58470.86666666667,
10392,Costumes,1451520000000,58623,58623,58623,58297,58297,58623,58481.73333333333,
10392,Costumes,1451606400000,58623,58623,58623,58297,58297,58623,58492.6,
10392,Costumes,1451692800000,58623,58623,58623,58297,58297,58623,58503.46666666667,
10392,Costumes,1451779200000,58623,58623,58623,58297,58297,58623,58514.333333333336,
10392,Costumes,1451865600000,58623,58623,58623,58297,58297,58623,58525.2,
10392,Costumes,1451952000000,58623,58623,58623,58297,58297,58623,58536.066666666666,
10392,Costumes,1452038400000,58623,58623,58623,58297,58297,58623,58546.933333333334,
10392,Costumes,1452124800000,58623,58623,58623,58297,58297,58623,58557.8,
10392,Costumes,1452211200000,58623,58623,58623,58297,58297,58623,58568.666666666664,
10392,Costumes,1452297600000,58623,58623,58623,58297,58297,58623,58579.53333333333,
10392,Costumes,1452384000000,58623,58623,58623,58297,58297,58623,58590.4,
10392,Costumes,1452470400000,58623,58623,58623,58297,58297,58623,58601.26666666667,
10392,Costumes,1452556800000,58623,58623,58623,58297,58297,58623,58612.13333333333,
10392,Costumes,1452643200000,58623,58623,58623,58623,58623,58623,58623,
10392,Costumes,1452729600000,58623,58623,58623,58623,58623,58623,58623,
10392,Costumes,1452816000000,58623,58623,58623,58623,58623,58623,58623,
10392,Costumes,1452902400000,58623,58623,58623,58623,58623,58623,58623,
10392,Costumes,1452988800000,58623,58623,58623,58623,58623,58623,58623,
10392,Costumes,1453075200000,58623,58623,58623,58623,58623,58623,58623,
10392,Costumes,1453161600000,58623,58623,58623,58623,58623,58623,58623,
10392,Costumes,1453248000000,58623,58623,58623,58623,58623,58623,58623,
10392,Costumes,1453334400000,58623,58623,58623,58623,58623,58623,58623,
10392,Costumes,1453420800000,58623,58623,58623,58623,58623,58623,58623,
10392,Costumes,1453507200000,58623,58623,58623,58623,58623,58623,58623,
10392,Costumes,1453593600000,58623,58623,58623,58623,58623,58623,58623,
10392,Costumes,1453680000000,58623,58623,58623,58623,58623,58623,58623,
10392,Costumes,1453766400000,58623,58623,58623,58623,58623,58623,58623,
10392,Costumes,1453852800000,57563,58623,58623,58623,58623,58623,58623,
10392,Costumes,1453939200000,57563,57563,58623,58623,57563,58623,58587.666666666664,
10392,Costumes,1454025600000,57563,57563,58623,58623,57563,58623,58552.333333333336,
10392,Costumes,1454112000000,57563,57563,58623,58623,57563,58623,58517,
10392,Costumes,1454198400000,57563,57563,58623,58623,57563,58623,58481.666666666664,
10392,Costumes,1454284800000,57563,57563,58623,58623,57563,58623,58446.333333333336,
10392,Costumes,1454371200000,57563,57563,58623,58623,57563,58623,58411,
10392,Costumes,1454457600000,57563,57563,57563,58623,57563,58623,58375.666666666664,
10392,Costumes,1454544000000,57563,57563,57563,58623,57563,58623,58340.333333333336,
10392,Costumes,1454630400000,57563,57563,57563,58623,57563,58623,58305,
10392,Costumes,1454716800000,57563,57563,57563,58623,57563,58623,58269.666666666664,
10392,Costumes,1454803200000,57563,57563,57563,58623,57563,58623,58234.333333333336,
10392,Costumes,1454889600000,57563,57563,57563,58623,57563,58623,58199,
10392,Costumes,1454976000000,57563,57563,57563,58623,57563,58623,58163.666666666664,
10392,Costumes,1455062400000,57563,57563,57563,58623,57563,58623,58128.333333333336,
10392,Costumes,1455148800000,57563,57563,57563,58623,57563,58623,58093,
10392,Costumes,1455235200000,57563,57563,57563,58623,57563,58623,58057.666666666664,
10392,Costumes,1455321600000,57563,57563,57563,58623,57563,58623,58022.333333333336,
