ID,category,timestamp,price_now,price_one,price_seven,price_thirty,thirty_min,thirty_max,thirty_avg,01_change_type,p_change_day0_to_day1,p_change_day1_to_day2,p_change_day2_to_day3,p_change_day3_to_day4,p_change_day4_to_day5,p_change_day5_to_day6,p_change_day6_to_day7,p_change_day7_to_day8,p_change_day8_to_day9,p_change_day9_to_day10,p_change_day10_to_day11,p_change_day11_to_day12,p_change_day12_to_day13,p_change_day13_to_day14,p_change_day14_to_day15,p_change_day15_to_day16,p_change_day16_to_day17,p_change_day17_to_day18,p_change_day18_to_day19,p_change_day19_to_day20,p_change_day20_to_day21,p_change_day21_to_day22,p_change_day22_to_day23,p_change_day23_to_day24,p_change_day24_to_day25,p_change_day25_to_day26,p_change_day26_to_day27,p_change_day27_to_day28,p_change_day28_to_day29
6014,Farming produce,1462406400000,37,37,38,39,37,39,37.93333333333333,S,0,0,0,0,-2.631578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.564102564102564,0,0
6014,Farming produce,1462492800000,37,37,38,39,37,39,37.86666666666667,S,0,0,0,0,0,-2.631578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.564102564102564,0
6014,Farming produce,1462579200000,37,37,38,39,37,39,37.8,S,0,0,0,0,0,0,-2.631578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.564102564102564
6014,Farming produce,1462665600000,37,37,37,39,37,38,37.733333333333334,S,0,0,0,0,0,0,0,-2.631578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6014,Farming produce,1462752000000,37,37,37,38,37,38,37.7,S,0,0,0,0,0,0,0,0,-2.631578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6014,Farming produce,1462838400000,37,37,37,38,37,38,37.666666666666664,S,0,0,0,0,0,0,0,0,0,-2.631578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6014,Farming produce,1462924800000,37,37,37,38,37,38,37.63333333333333,S,0,0,0,0,0,0,0,0,0,0,-2.631578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6014,Farming produce,1463011200000,37,37,37,38,37,38,37.6,S,0,0,0,0,0,0,0,0,0,0,0,-2.631578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6014,Farming produce,1463097600000,37,37,37,38,37,38,37.56666666666667,S,0,0,0,0,0,0,0,0,0,0,0,0,-2.631578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6014,Farming produce,1463184000000,37,37,37,38,37,38,37.53333333333333,S,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.631578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6014,Farming produce,1463270400000,37,37,37,38,37,38,37.5,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.631578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6014,Farming produce,1463356800000,37,37,37,38,37,38,37.46666666666667,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.631578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0
6014,Farming produce,1463443200000,37,37,37,38,37,38,37.43333333333333,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.631578947368421,0,0,0,0,0,0,0,0,0,0,0,0
6014,Farming produce,1463529600000,37,37,37,38,37,38,37.4,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.631578947368421,0,0,0,0,0,0,0,0,0,0,0
6014,Farming produce,1463616000000,37,37,37,38,37,38,37.36666666666667,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.631578947368421,0,0,0,0,0,0,0,0,0,0
6014,Farming produce,1463702400000,37,37,37,38,37,38,37.333333333333336,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.631578947368421,0,0,0,0,0,0,0,0,0
6014,Farming produce,1463788800000,37,37,37,38,37,38,37.3,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.631578947368421,0,0,0,0,0,0,0,0
6014,Farming produce,1463875200000,37,37,37,38,37,38,37.266666666666666,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.631578947368421,0,0,0,0,0,0,0
6014,Farming produce,1463961600000,37,37,37,38,37,38,37.233333333333334,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.631578947368421,0,0,0,0,0,0
6014,Farming produce,1464048000000,37,37,37,38,37,38,37.2,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.631578947368421,0,0,0,0,0
6014,Farming produce,1464134400000,37,37,37,38,37,38,37.166666666666664,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.631578947368421,0,0,0,0
6014,Farming produce,1464220800000,37,37,37,38,37,38,37.13333333333333,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.631578947368421,0,0,0
6014,Farming produce,1464307200000,37,37,37,38,37,38,37.1,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.631578947368421,0,0
6014,Farming produce,1464393600000,37,37,37,38,37,38,37.06666666666667,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.631578947368421,0
6014,Farming produce,1464480000000,37,37,37,38,37,38,37.03333333333333,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.631578947368421
6014,Farming produce,1464566400000,37,37,37,38,37,37,37,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6014,Farming produce,1464652800000,37,37,37,37,37,37,37,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6014,Farming produce,1464739200000,37,37,37,37,37,37,37,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6014,Farming produce,1464825600000,37,37,37,37,37,37,37,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6014,Farming produce,1464912000000,37,37,37,37,37,37,37,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6014,Farming produce,1464998400000,37,37,37,37,37,37,37,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5933,Farming produce,1452124800000,1126,1118,1101,1033,1024,1133,1070.0666666666666,U,0.7155635062611807,0,0,-1.323918799646955,0,2.9064486830154403,0,0,1.8501387604070305,0,0,0.4646840148698885,0,0,1.1278195488721803,0,0,2.111324376199616,0,0,0,1.7578125,0,0,0,-0.6789524733268671,0,0,-0.1936108422071636
