ID,category,timestamp,price_now,price_one,price_seven,price_thirty,thirty_min,thirty_max,thirty_avg,percent_change_over_1_days
10456,Prayer armour,1450915200000,40704,40704,40704,41833,40704,41833,41833,0%
10456,Prayer armour,1451001600000,40704,40704,40704,41833,40704,41833,41833,0%
10456,Prayer armour,1451088000000,40704,40704,40704,41833,40704,41833,41833,0%
10456,Prayer armour,1451174400000,40704,40704,40704,41833,40704,41833,41833,0%
10456,Prayer armour,1451260800000,40704,40704,40704,41833,40704,41833,41833,0%
10456,Prayer armour,1451347200000,40704,40704,40704,41833,40704,41833,41833,0%
10456,Prayer armour,1451433600000,40704,40704,40704,41833,40704,41833,41833,0%
10456,Prayer armour,1451520000000,40704,40704,40704,41833,40704,41833,41833,0%
10456,Prayer armour,1451606400000,40704,40704,40704,41833,40704,41833,41833,0%
10456,Prayer armour,1451692800000,40704,40704,40704,41833,40704,41833,41833,0%
10456,Prayer armour,1451779200000,40704,40704,40704,41833,40704,41833,41833,0%
10456,Prayer armour,1451865600000,40704,40704,40704,41833,40704,41833,41833,0%
10456,Prayer armour,1451952000000,40704,40704,40704,41833,40704,41833,41833,0%
10456,Prayer armour,1452038400000,40704,40704,40704,41833,40704,41833,41833,0%
10456,Prayer armour,1452124800000,40704,40704,40704,41833,40704,41833,41833,0%
10456,Prayer armour,1452211200000,40704,40704,40704,41833,40704,41833,41833,0%
10456,Prayer armour,1452297600000,40704,40704,40704,41833,40704,41833,41833,0%
10456,Prayer armour,1452384000000,40704,40704,40704,41833,40704,41833,41833,0%
10456,Prayer armour,1452470400000,40704,40704,40704,41833,40704,41833,41833,0%
10456,Prayer armour,1452556800000,40704,40704,40704,41833,40704,41833,41833,0%
10456,Prayer armour,1452643200000,40704,40704,40704,41833,40704,41833,41833,0%
10456,Prayer armour,1452729600000,40704,40704,40704,41833,40704,41833,41833,0%
10456,Prayer armour,1452816000000,40704,40704,40704,41833,40704,41833,41833,0%
10456,Prayer armour,1452902400000,40704,40704,40704,40704,40704,40704,40704,0%
10456,Prayer armour,1452988800000,40704,40704,40704,40704,40704,40704,40704,0%
10456,Prayer armour,1453075200000,40704,40704,40704,40704,40704,40704,40704,0%
10456,Prayer armour,1453161600000,40704,40704,40704,40704,40704,40704,40704,0%
10456,Prayer armour,1453248000000,40704,40704,40704,40704,40704,40704,40704,0%
10456,Prayer armour,1453334400000,40704,40704,40704,40704,40704,40704,40704,0%
10456,Prayer armour,1453420800000,41967,40704,40704,40704,40704,40704,40704,-3.009507470155122%
10456,Prayer armour,1453507200000,41967,41967,40704,40704,40704,41967,41967,0%
