ID,category,timestamp,price_now,price_one,price_seven,price_thirty,thirty_min,thirty_max,thirty_avg,01_change_type,p_change_day0_to_day1,p_change_day1_to_day2,p_change_day2_to_day3,p_change_day3_to_day4,p_change_day4_to_day5,p_change_day5_to_day6,p_change_day6_to_day7,p_change_day7_to_day8,p_change_day8_to_day9,p_change_day9_to_day10,p_change_day10_to_day11,p_change_day11_to_day12,p_change_day12_to_day13,p_change_day13_to_day14,p_change_day14_to_day15,p_change_day15_to_day16,p_change_day16_to_day17,p_change_day17_to_day18,p_change_day18_to_day19,p_change_day19_to_day20,p_change_day20_to_day21,p_change_day21_to_day22,p_change_day22_to_day23,p_change_day23_to_day24,p_change_day24_to_day25,p_change_day25_to_day26,p_change_day26_to_day27,p_change_day27_to_day28,p_change_day28_to_day29
20266,Prayer materials,1449964800000,168,168,171,137,144,202,176.46666666666667,S,0,-1.7543859649122806,-1.1560693641618496,-1.1428571428571428,1.744186046511628,-0.5780346820809248,1.1695906432748537,1.183431952662722,-1.1695906432748537,-1.7241379310344827,-1.1363636363636365,-4.864864864864865,-1.5957446808510638,-1.5706806282722512,-1.5463917525773196,0,-2.0202020202020203,-1.9801980198019802,4.123711340206185,0,2.1052631578947367,4.972375690607735,5.232558139534884,5.521472392638037,-4.117647058823529,3.0303030303030303,5.095541401273886,3.9735099337748347,4.861111111111112
20266,Prayer materials,1450051200000,169,168,173,144,151,202,177.3,U,0.5952380952380952,0,-1.7543859649122806,-1.1560693641618496,-1.1428571428571428,1.744186046511628,-0.5780346820809248,1.1695906432748537,1.183431952662722,-1.1695906432748537,-1.7241379310344827,-1.1363636363636365,-4.864864864864865,-1.5957446808510638,-1.5706806282722512,-1.5463917525773196,0,-2.0202020202020203,-1.9801980198019802,4.123711340206185,0,2.1052631578947367,4.972375690607735,5.232558139534884,5.521472392638037,-4.117647058823529,3.0303030303030303,5.095541401273886,3.9735099337748347
20266,Prayer materials,1450137600000,164,169,172,151,157,202,177.73333333333332,D,-2.9585798816568047,0.5952380952380952,0,-1.7543859649122806,-1.1560693641618496,-1.1428571428571428,1.744186046511628,-0.5780346820809248,1.1695906432748537,1.183431952662722,-1.1695906432748537,-1.7241379310344827,-1.1363636363636365,-4.864864864864865,-1.5957446808510638,-1.5706806282722512,-1.5463917525773196,0,-2.0202020202020203,-1.9801980198019802,4.123711340206185,0,2.1052631578947367,4.972375690607735,5.232558139534884,5.521472392638037,-4.117647058823529,3.0303030303030303,5.095541401273886
20266,Prayer materials,1450224000000,159,164,175,157,159,202,177.8,D,-3.048780487804878,-2.9585798816568047,0.5952380952380952,0,-1.7543859649122806,-1.1560693641618496,-1.1428571428571428,1.744186046511628,-0.5780346820809248,1.1695906432748537,1.183431952662722,-1.1695906432748537,-1.7241379310344827,-1.1363636363636365,-4.864864864864865,-1.5957446808510638,-1.5706806282722512,-1.5463917525773196,0,-2.0202020202020203,-1.9801980198019802,4.123711340206185,0,2.1052631578947367,4.972375690607735,5.232558139534884,5.521472392638037,-4.117647058823529,3.0303030303030303
20266,Prayer materials,1450310400000,157,159,173,165,157,202,177.53333333333333,D,-1.257861635220126,-3.048780487804878,-2.9585798816568047,0.5952380952380952,0,-1.7543859649122806,-1.1560693641618496,-1.1428571428571428,1.744186046511628,-0.5780346820809248,1.1695906432748537,1.183431952662722,-1.1695906432748537,-1.7241379310344827,-1.1363636363636365,-4.864864864864865,-1.5957446808510638,-1.5706806282722512,-1.5463917525773196,0,-2.0202020202020203,-1.9801980198019802,4.123711340206185,0,2.1052631578947367,4.972375690607735,5.232558139534884,5.521472392638037,-4.117647058823529
20266,Prayer materials,1450396800000,154,157,171,170,154,202,177,D,-1.910828025477707,-1.257861635220126,-3.048780487804878,-2.9585798816568047,0.5952380952380952,0,-1.7543859649122806,-1.1560693641618496,-1.1428571428571428,1.744186046511628,-0.5780346820809248,1.1695906432748537,1.183431952662722,-1.1695906432748537,-1.7241379310344827,-1.1363636363636365,-4.864864864864865,-1.5957446808510638,-1.5706806282722512,-1.5463917525773196,0,-2.0202020202020203,-1.9801980198019802,4.123711340206185,0,2.1052631578947367,4.972375690607735,5.232558139534884,5.521472392638037
20266,Prayer materials,1450483200000,150,154,168,163,150,202,176.56666666666666,D,-2.5974025974025974,-1.910828025477707,-1.257861635220126,-3.048780487804878,-2.9585798816568047,0.5952380952380952,0,-1.7543859649122806,-1.1560693641618496,-1.1428571428571428,1.744186046511628,-0.5780346820809248,1.1695906432748537,1.183431952662722,-1.1695906432748537,-1.7241379310344827,-1.1363636363636365,-4.864864864864865,-1.5957446808510638,-1.5706806282722512,-1.5463917525773196,0,-2.0202020202020203,-1.9801980198019802,4.123711340206185,0,2.1052631578947367,4.972375690607735,5.232558139534884
20266,Prayer materials,1450569600000,150,150,168,172,150,202,175.83333333333334,S,0,-2.5974025974025974,-1.910828025477707,-1.257861635220126,-3.048780487804878,-2.9585798816568047,0.5952380952380952,0,-1.7543859649122806,-1.1560693641618496,-1.1428571428571428,1.744186046511628,-0.5780346820809248,1.1695906432748537,1.183431952662722,-1.1695906432748537,-1.7241379310344827,-1.1363636363636365,-4.864864864864865,-1.5957446808510638,-1.5706806282722512,-1.5463917525773196,0,-2.0202020202020203,-1.9801980198019802,4.123711340206185,0,2.1052631578947367,4.972375690607735
20266,Prayer materials,1450656000000,156,150,169,181,150,202,175,U,4,0,-2.5974025974025974,-1.910828025477707,-1.257861635220126,-3.048780487804878,-2.9585798816568047,0.5952380952380952,0,-1.7543859649122806,-1.1560693641618496,-1.1428571428571428,1.744186046511628,-0.5780346820809248,1.1695906432748537,1.183431952662722,-1.1695906432748537,-1.7241379310344827,-1.1363636363636365,-4.864864864864865,-1.5957446808510638,-1.5706806282722512,-1.5463917525773196,0,-2.0202020202020203,-1.9801980198019802,4.123711340206185,0,2.1052631578947367
20266,Prayer materials,1450742400000,161,156,164,190,150,202,174.03333333333333,U,3.205128205128205,4,0,-2.5974025974025974,-1.910828025477707,-1.257861635220126,-3.048780487804878,-2.9585798816568047,0.5952380952380952,0,-1.7543859649122806,-1.1560693641618496,-1.1428571428571428,1.744186046511628,-0.5780346820809248,1.1695906432748537,1.183431952662722,-1.1695906432748537,-1.7241379310344827,-1.1363636363636365,-4.864864864864865,-1.5957446808510638,-1.5706806282722512,-1.5463917525773196,0,-2.0202020202020203,-1.9801980198019802,4.123711340206185,0
