ID,category,timestamp,price_now,price_one,price_seven,price_thirty,thirty_min,thirty_max,thirty_avg,p_change_day0_to_day1,p_change_day1_to_day2,p_change_day2_to_day3,p_change_day3_to_day4,p_change_day4_to_day5,p_change_day5_to_day6,p_change_day6_to_day7,p_change_day7_to_day8,p_change_day8_to_day9,p_change_day9_to_day10,p_change_day10_to_day11,p_change_day11_to_day12,p_change_day12_to_day13,p_change_day13_to_day14,p_change_day14_to_day15,p_change_day15_to_day16,p_change_day16_to_day17,p_change_day17_to_day18,p_change_day18_to_day19,p_change_day19_to_day20,p_change_day20_to_day21,p_change_day21_to_day22,p_change_day22_to_day23,p_change_day23_to_day24,p_change_day24_to_day25,p_change_day25_to_day26,p_change_day26_to_day27,p_change_day27_to_day28,p_change_day28_to_day29
12037,Familiars,1449964800000,6580,6580,6703,6974,6473,6974,6705.7,0,1.653020237911324,0,-2.2795893719806766,0,0,-1.1785767566761152,0,0,-3.093826803527541,0,0,2.79387724773369,0,3.3164440350069095,0,0,-1.6163141993957704,0,0,-0.13576708402473978,0,-3.592204770215241,0,0,0,0.08733624454148471,0,-1.4912532262689993
12037,Familiars,1450051200000,6580,6580,6624,6974,6473,6917,6692.566666666667,0,0,1.653020237911324,0,-2.2795893719806766,0,0,-1.1785767566761152,0,0,-3.093826803527541,0,0,2.79387724773369,0,3.3164440350069095,0,0,-1.6163141993957704,0,0,-0.13576708402473978,0,-3.592204770215241,0,0,0,0.08733624454148471,0
12037,Familiars,1450137600000,6429,6580,6624,6870,6429,6917,6677.866666666667,-2.2948328267477205,0,0,1.653020237911324,0,-2.2795893719806766,0,0,-1.1785767566761152,0,0,-3.093826803527541,0,0,2.79387724773369,0,3.3164440350069095,0,0,-1.6163141993957704,0,0,-0.13576708402473978,0,-3.592204770215241,0,0,0,0.08733624454148471
12037,Familiars,1450224000000,6429,6429,6624,6870,6429,6917,6663.166666666667,0,-2.2948328267477205,0,0,1.653020237911324,0,-2.2795893719806766,0,0,-1.1785767566761152,0,0,-3.093826803527541,0,0,2.79387724773369,0,3.3164440350069095,0,0,-1.6163141993957704,0,0,-0.13576708402473978,0,-3.592204770215241,0,0,0
12037,Familiars,1450310400000,6404,6429,6473,6876,6404,6917,6647.433333333333,-0.3888629646912428,0,-2.2948328267477205,0,0,1.653020237911324,0,-2.2795893719806766,0,0,-1.1785767566761152,0,0,-3.093826803527541,0,0,2.79387724773369,0,3.3164440350069095,0,0,-1.6163141993957704,0,0,-0.13576708402473978,0,-3.592204770215241,0,0
12037,Familiars,1450396800000,6404,6404,6473,6876,6404,6917,6631.7,0,-0.3888629646912428,0,-2.2948328267477205,0,0,1.653020237911324,0,-2.2795893719806766,0,0,-1.1785767566761152,0,0,-3.093826803527541,0,0,2.79387724773369,0,3.3164440350069095,0,0,-1.6163141993957704,0,0,-0.13576708402473978,0,-3.592204770215241,0
12037,Familiars,1450483200000,6404,6404,6580,6876,6404,6917,6615.966666666666,0,0,-0.3888629646912428,0,-2.2948328267477205,0,0,1.653020237911324,0,-2.2795893719806766,0,0,-1.1785767566761152,0,0,-3.093826803527541,0,0,2.79387724773369,0,3.3164440350069095,0,0,-1.6163141993957704,0,0,-0.13576708402473978,0,-3.592204770215241
12037,Familiars,1450569600000,6668,6404,6580,6876,6404,6917,6609.033333333334,4.122423485321674,0,0,-0.3888629646912428,0,-2.2948328267477205,0,0,1.653020237911324,0,-2.2795893719806766,0,0,-1.1785767566761152,0,0,-3.093826803527541,0,0,2.79387724773369,0,3.3164440350069095,0,0,-1.6163141993957704,0,0,-0.13576708402473978,0
12037,Familiars,1450656000000,6668,6668,6580,6629,6404,6917,6610.333333333333,0,4.122423485321674,0,0,-0.3888629646912428,0,-2.2948328267477205,0,0,1.653020237911324,0,-2.2795893719806766,0,0,-1.1785767566761152,0,0,-3.093826803527541,0,0,2.79387724773369,0,3.3164440350069095,0,0,-1.6163141993957704,0,0,-0.13576708402473978
12037,Familiars,1450742400000,6808,6668,6429,6629,6404,6917,6616.3,2.099580083983203,0,4.122423485321674,0,0,-0.3888629646912428,0,-2.2948328267477205,0,0,1.653020237911324,0,-2.2795893719806766,0,0,-1.1785767566761152,0,0,-3.093826803527541,0,0,2.79387724773369,0,3.3164440350069095,0,0,-1.6163141993957704,0,0
12037,Familiars,1450828800000,6808,6808,6429,6620,6404,6917,6622.566666666667,0,2.099580083983203,0,4.122423485321674,0,0,-0.3888629646912428,0,-2.2948328267477205,0,0,1.653020237911324,0,-2.2795893719806766,0,0,-1.1785767566761152,0,0,-3.093826803527541,0,0,2.79387724773369,0,3.3164440350069095,0,0,-1.6163141993957704,0
12037,Familiars,1450915200000,7137,6808,6404,6620,6404,7137,6639.8,4.832549941245593,0,2.099580083983203,0,4.122423485321674,0,0,-0.3888629646912428,0,-2.2948328267477205,0,0,1.653020237911324,0,-2.2795893719806766,0,0,-1.1785767566761152,0,0,-3.093826803527541,0,0,2.79387724773369,0,3.3164440350069095,0,0,-1.6163141993957704
12037,Familiars,1451001600000,7137,7137,6404,6620,6404,7137,6657.033333333334,0,4.832549941245593,0,2.099580083983203,0,4.122423485321674,0,0,-0.3888629646912428,0,-2.2948328267477205,0,0,1.653020237911324,0,-2.2795893719806766,0,0,-1.1785767566761152,0,0,-3.093826803527541,0,0,2.79387724773369,0,3.3164440350069095,0,0
12037,Familiars,1451088000000,7178,7137,6404,6513,6404,7178,6679.2,0.574471066274345,0,4.832549941245593,0,2.099580083983203,0,4.122423485321674,0,0,-0.3888629646912428,0,-2.2948328267477205,0,0,1.653020237911324,0,-2.2795893719806766,0,0,-1.1785767566761152,0,0,-3.093826803527541,0,0,2.79387724773369,0,3.3164440350069095,0
12037,Familiars,1451174400000,7178,7178,6668,6513,6404,7178,6701.366666666667,0,0.574471066274345,0,4.832549941245593,0,2.099580083983203,0,4.122423485321674,0,0,-0.3888629646912428,0,-2.2948328267477205,0,0,1.653020237911324,0,-2.2795893719806766,0,0,-1.1785767566761152,0,0,-3.093826803527541,0,0,2.79387724773369,0,3.3164440350069095
12037,Familiars,1451260800000,7347,7178,6668,6513,6404,7347,6729.166666666667,2.354416271942045,0,0.574471066274345,0,4.832549941245593,0,2.099580083983203,0,4.122423485321674,0,0,-0.3888629646912428,0,-2.2948328267477205,0,0,1.653020237911324,0,-2.2795893719806766,0,0,-1.1785767566761152,0,0,-3.093826803527541,0,0,2.79387724773369,0
12037,Familiars,1451347200000,7347,7347,6808,6729,6404,7347,6749.766666666666,0,2.354416271942045,0,0.574471066274345,0,4.832549941245593,0,2.099580083983203,0,4.122423485321674,0,0,-0.3888629646912428,0,-2.2948328267477205,0,0,1.653020237911324,0,-2.2795893719806766,0,0,-1.1785767566761152,0,0,-3.093826803527541,0,0,2.79387724773369
12037,Familiars,1451433600000,7663,7347,6808,6729,6404,7663,6780.9,4.301075268817205,0,2.354416271942045,0,0.574471066274345,0,4.832549941245593,0,2.099580083983203,0,4.122423485321674,0,0,-0.3888629646912428,0,-2.2948328267477205,0,0,1.653020237911324,0,-2.2795893719806766,0,0,-1.1785767566761152,0,0,-3.093826803527541,0,0
12037,Familiars,1451520000000,7663,7663,7137,6917,6404,7663,6805.766666666666,0,4.301075268817205,0,2.354416271942045,0,0.574471066274345,0,4.832549941245593,0,2.099580083983203,0,4.122423485321674,0,0,-0.3888629646912428,0,-2.2948328267477205,0,0,1.653020237911324,0,-2.2795893719806766,0,0,-1.1785767566761152,0,0,-3.093826803527541,0
12037,Familiars,1451606400000,7735,7663,7137,6917,6404,7735,6833.033333333334,0.9395797990343208,0,4.301075268817205,0,2.354416271942045,0,0.574471066274345,0,4.832549941245593,0,2.099580083983203,0,4.122423485321674,0,0,-0.3888629646912428,0,-2.2948328267477205,0,0,1.653020237911324,0,-2.2795893719806766,0,0,-1.1785767566761152,0,0,-3.093826803527541
12037,Familiars,1451692800000,7675,7735,7178,6917,6404,7735,6858.3,-0.7756948933419522,0.9395797990343208,0,4.301075268817205,0,2.354416271942045,0,0.574471066274345,0,4.832549941245593,0,2.099580083983203,0,4.122423485321674,0,0,-0.3888629646912428,0,-2.2948328267477205,0,0,1.653020237911324,0,-2.2795893719806766,0,0,-1.1785767566761152,0,0
12037,Familiars,1451779200000,7614,7675,7178,6703,6404,7735,6888.666666666667,-0.7947882736156351,-0.7756948933419522,0.9395797990343208,0,4.301075268817205,0,2.354416271942045,0,0.574471066274345,0,4.832549941245593,0,2.099580083983203,0,4.122423485321674,0,0,-0.3888629646912428,0,-2.2948328267477205,0,0,1.653020237911324,0,-2.2795893719806766,0,0,-1.1785767566761152,0
12037,Familiars,1451865600000,7614,7614,7347,6703,6404,7735,6919.033333333334,0,-0.7947882736156351,-0.7756948933419522,0.9395797990343208,0,4.301075268817205,0,2.354416271942045,0,0.574471066274345,0,4.832549941245593,0,2.099580083983203,0,4.122423485321674,0,0,-0.3888629646912428,0,-2.2948328267477205,0,0,1.653020237911324,0,-2.2795893719806766,0,0,-1.1785767566761152
12037,Familiars,1451952000000,7961,7614,7347,6703,6404,7961,6960.966666666666,4.557394273706331,0,-0.7947882736156351,-0.7756948933419522,0.9395797990343208,0,4.301075268817205,0,2.354416271942045,0,0.574471066274345,0,4.832549941245593,0,2.099580083983203,0,4.122423485321674,0,0,-0.3888629646912428,0,-2.2948328267477205,0,0,1.653020237911324,0,-2.2795893719806766,0,0
12037,Familiars,1452038400000,7961,7961,7663,6624,6404,7961,7005.533333333334,0,4.557394273706331,0,-0.7947882736156351,-0.7756948933419522,0.9395797990343208,0,4.301075268817205,0,2.354416271942045,0,0.574471066274345,0,4.832549941245593,0,2.099580083983203,0,4.122423485321674,0,0,-0.3888629646912428,0,-2.2948328267477205,0,0,1.653020237911324,0,-2.2795893719806766,0
12037,Familiars,1452124800000,7644,7961,7663,6624,6404,7961,7039.533333333334,-3.9819118201231,0,4.557394273706331,0,-0.7947882736156351,-0.7756948933419522,0.9395797990343208,0,4.301075268817205,0,2.354416271942045,0,0.574471066274345,0,4.832549941245593,0,2.099580083983203,0,4.122423485321674,0,0,-0.3888629646912428,0,-2.2948328267477205,0,0,1.653020237911324,0,-2.2795893719806766
12037,Familiars,1452211200000,7644,7644,7735,6624,6404,7961,7073.533333333334,0,-3.9819118201231,0,4.557394273706331,0,-0.7947882736156351,-0.7756948933419522,0.9395797990343208,0,4.301075268817205,0,2.354416271942045,0,0.574471066274345,0,4.832549941245593,0,2.099580083983203,0,4.122423485321674,0,0,-0.3888629646912428,0,-2.2948328267477205,0,0,1.653020237911324,0
12037,Familiars,1452297600000,7340,7644,7675,6473,6404,7961,7102.433333333333,-3.9769754055468343,0,-3.9819118201231,0,4.557394273706331,0,-0.7947882736156351,-0.7756948933419522,0.9395797990343208,0,4.301075268817205,0,2.354416271942045,0,0.574471066274345,0,4.832549941245593,0,2.099580083983203,0,4.122423485321674,0,0,-0.3888629646912428,0,-2.2948328267477205,0,0,1.653020237911324
12037,Familiars,1452384000000,7340,7340,7614,6473,6404,7961,7131.333333333333,0,-3.9769754055468343,0,-3.9819118201231,0,4.557394273706331,0,-0.7947882736156351,-0.7756948933419522,0.9395797990343208,0,4.301075268817205,0,2.354416271942045,0,0.574471066274345,0,4.832549941245593,0,2.099580083983203,0,4.122423485321674,0,0,-0.3888629646912428,0,-2.2948328267477205,0,0
12037,Familiars,1452470400000,7057,7340,7614,6580,6404,7961,7147.233333333334,-3.8555858310626703,0,-3.9769754055468343,0,-3.9819118201231,0,4.557394273706331,0,-0.7947882736156351,-0.7756948933419522,0.9395797990343208,0,4.301075268817205,0,2.354416271942045,0,0.574471066274345,0,4.832549941245593,0,2.099580083983203,0,4.122423485321674,0,0,-0.3888629646912428,0,-2.2948328267477205,0
12037,Familiars,1452556800000,7057,7057,7961,6580,6404,7961,7163.133333333333,0,-3.8555858310626703,0,-3.9769754055468343,0,-3.9819118201231,0,4.557394273706331,0,-0.7947882736156351,-0.7756948933419522,0.9395797990343208,0,4.301075268817205,0,2.354416271942045,0,0.574471066274345,0,4.832549941245593,0,2.099580083983203,0,4.122423485321674,0,0,-0.3888629646912428,0,-2.2948328267477205
12037,Familiars,1452643200000,6810,7057,7961,6580,6404,7961,7170.8,-3.5000708516366728,0,-3.8555858310626703,0,-3.9769754055468343,0,-3.9819118201231,0,4.557394273706331,0,-0.7947882736156351,-0.7756948933419522,0.9395797990343208,0,4.301075268817205,0,2.354416271942045,0,0.574471066274345,0,4.832549941245593,0,2.099580083983203,0,4.122423485321674,0,0,-0.3888629646912428,0
12037,Familiars,1452729600000,6810,6810,7644,6429,6404,7961,7183.5,0,-3.5000708516366728,0,-3.8555858310626703,0,-3.9769754055468343,0,-3.9819118201231,0,4.557394273706331,0,-0.7947882736156351,-0.7756948933419522,0.9395797990343208,0,4.301075268817205,0,2.354416271942045,0,0.574471066274345,0,4.832549941245593,0,2.099580083983203,0,4.122423485321674,0,0,-0.3888629646912428
