@relation 'Crafting materials-weka.filters.unsupervised.attribute.Remove-R1-11'

@attribute p_change_day0_to_day1 numeric
@attribute p_change_day1_to_day2 numeric
@attribute p_change_day2_to_day3 numeric
@attribute p_change_day3_to_day4 numeric
@attribute p_change_day4_to_day5 numeric
@attribute p_change_day5_to_day6 numeric
@attribute p_change_day6_to_day7 numeric
@attribute p_change_day7_to_day8 numeric
@attribute p_change_day8_to_day9 numeric
@attribute p_change_day9_to_day10 numeric
@attribute p_change_day10_to_day11 numeric
@attribute p_change_day11_to_day12 numeric
@attribute p_change_day12_to_day13 numeric
@attribute p_change_day13_to_day14 numeric
@attribute p_change_day14_to_day15 numeric
@attribute p_change_day15_to_day16 numeric
@attribute p_change_day16_to_day17 numeric
@attribute p_change_day17_to_day18 numeric
@attribute p_change_day18_to_day19 numeric
@attribute p_change_day19_to_day20 numeric
@attribute p_change_day20_to_day21 numeric
@attribute p_change_day21_to_day22 numeric
@attribute p_change_day22_to_day23 numeric
@attribute p_change_day23_to_day24 numeric
@attribute p_change_day24_to_day25 numeric
@attribute p_change_day25_to_day26 numeric
@attribute p_change_day26_to_day27 numeric
@attribute p_change_day27_to_day28 numeric
@attribute p_change_day28_to_day29 numeric

@data
0,2.834383,0,0,0,0,0,0,4.531371,0,0,0,0,0,4.344312,0,0,0,0,4.829485,0,0,0,0,0,4.794673,0,0,0
0,0,2.834383,0,0,0,0,0,0,4.531371,0,0,0,0,0,4.344312,0,0,0,0,4.829485,0,0,0,0,0,4.794673,0,0
0,0,0,2.834383,0,0,0,0,0,0,4.531371,0,0,0,0,0,4.344312,0,0,0,0,4.829485,0,0,0,0,0,4.794673,0
0,0,0,0,2.834383,0,0,0,0,0,0,4.531371,0,0,0,0,0,4.344312,0,0,0,0,4.829485,0,0,0,0,0,4.794673
0,0,0,0,0,2.834383,0,0,0,0,0,0,4.531371,0,0,0,0,0,4.344312,0,0,0,0,4.829485,0,0,0,0,0
0,0,0,0,0,0,2.834383,0,0,0,0,0,0,4.531371,0,0,0,0,0,4.344312,0,0,0,0,4.829485,0,0,0,0
0.180148,0,0,0,0,0,0,2.834383,0,0,0,0,0,0,4.531371,0,0,0,0,0,4.344312,0,0,0,0,4.829485,0,0,0
0,0.180148,0,0,0,0,0,0,2.834383,0,0,0,0,0,0,4.531371,0,0,0,0,0,4.344312,0,0,0,0,4.829485,0,0
0,0,0.180148,0,0,0,0,0,0,2.834383,0,0,0,0,0,0,4.531371,0,0,0,0,0,4.344312,0,0,0,0,4.829485,0
0,0,0,0.180148,0,0,0,0,0,0,2.834383,0,0,0,0,0,0,4.531371,0,0,0,0,0,4.344312,0,0,0,0,4.829485
0,0,0,0,0.180148,0,0,0,0,0,0,2.834383,0,0,0,0,0,0,4.531371,0,0,0,0,0,4.344312,0,0,0,0
0,0,0,0,0,0.180148,0,0,0,0,0,0,2.834383,0,0,0,0,0,0,4.531371,0,0,0,0,0,4.344312,0,0,0
0,0,0,0,0,0,0.180148,0,0,0,0,0,0,2.834383,0,0,0,0,0,0,4.531371,0,0,0,0,0,4.344312,0,0
3.920158,0,0,0,0,0,0,0.180148,0,0,0,0,0,0,2.834383,0,0,0,0,0,0,4.531371,0,0,0,0,0,4.344312,0
0,3.920158,0,0,0,0,0,0,0.180148,0,0,0,0,0,0,2.834383,0,0,0,0,0,0,4.531371,0,0,0,0,0,4.344312
0,0,3.920158,0,0,0,0,0,0,0.180148,0,0,0,0,0,0,2.834383,0,0,0,0,0,0,4.531371,0,0,0,0,0
0,0,0,3.920158,0,0,0,0,0,0,0.180148,0,0,0,0,0,0,2.834383,0,0,0,0,0,0,4.531371,0,0,0,0
0,0,0,0,3.920158,0,0,0,0,0,0,0.180148,0,0,0,0,0,0,2.834383,0,0,0,0,0,0,4.531371,0,0,0
0,0,0,0,0,3.920158,0,0,0,0,0,0,0.180148,0,0,0,0,0,0,2.834383,0,0,0,0,0,0,4.531371,0,0
0,0,0,0,0,0,3.920158,0,0,0,0,0,0,0.180148,0,0,0,0,0,0,2.834383,0,0,0,0,0,0,4.531371,0
0,0,0,0,0,0,0,3.920158,0,0,0,0,0,0,0.180148,0,0,0,0,0,0,2.834383,0,0,0,0,0,0,4.531371
-0.709465,0,0,0,0,0,0,0,3.920158,0,0,0,0,0,0,0.180148,0,0,0,0,0,0,2.834383,0,0,0,0,0,0
0,-0.709465,0,0,0,0,0,0,0,3.920158,0,0,0,0,0,0,0.180148,0,0,0,0,0,0,2.834383,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.034682
3.225806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3.225806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3.225806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3.225806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3.225806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3.225806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3.225806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3.225806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3.225806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3.225806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,3.225806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3.225806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,3.225806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3.225806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.225806,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.225806,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.225806,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.225806,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.225806,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.225806,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.225806,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.225806,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.225806,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.225806,0,0,0,0,0
2.445652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.225806,0,0,0,0
0,2.445652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.225806,0,0,0
0,0,2.445652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.225806,0,0
0,0,0,2.445652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.225806,0
0,0,0,0,2.445652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.225806
0,0,0,0,0,2.445652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2.445652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2.445652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2.445652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2.445652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2.445652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2.445652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2.445652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2.445652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.445652,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.445652,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.445652,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.445652,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.445652,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.445652,0,0,0,0,0,0,0,0,0
0.66313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.445652,0,0,0,0,0,0,0,0
0,0.66313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.445652,0,0,0,0,0,0,0
0,0,0.66313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.445652,0,0,0,0,0,0
0,0,0,0.66313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.445652,0,0,0,0,0
0,0,0,0,0.66313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.445652,0,0,0,0
0,0,0,0,0,0.66313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.445652,0,0,0
0,0,0,0,0,0,0.66313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.445652,0,0
0,0,0,0,0,0,0,0.66313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.445652,0
0,0,0,0,0,0,0,0,0.66313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.445652
0,0,0,0,0,0,0,0,0,0.66313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.66313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.66313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.66313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.66313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66313,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66313,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66313,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66313,0,0,0,0,0,0,0,0,0,0,0
3.162055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66313,0,0,0,0,0,0,0,0,0,0
0,3.162055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66313,0,0,0,0,0,0,0,0,0
0,0,3.162055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66313,0,0,0,0,0,0,0,0
0,0,0,3.162055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66313,0,0,0,0,0,0,0
0,0,0,0,3.162055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66313,0,0,0,0,0,0
0,0,0,0,0,3.162055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66313,0,0,0,0,0
0,0,0,0,0,0,3.162055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66313,0,0,0,0
0,0,0,0,0,0,0,3.162055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66313,0,0,0
0,0,0,0,0,0,0,0,3.162055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66313,0,0
0,0,0,0,0,0,0,0,0,3.162055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66313,0
0,0,0,0,0,0,0,0,0,0,3.162055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66313
0,0,0,0,0,0,0,0,0,0,0,3.162055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,3.162055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3.162055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.162055,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.162055,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.162055,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.162055,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.162055,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.162055,0,0,0,0,0,0,0,0,0
3.57599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.162055,0,0,0,0,0,0,0,0
0,3.57599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.162055,0,0,0,0,0,0,0
0,0,3.57599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.162055,0,0,0,0,0,0
0,0,0,3.57599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.162055,0,0,0,0,0
0,0,0,0,3.57599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.162055,0,0,0,0
0,0,0,0,0,3.57599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.162055,0,0,0
0,0,0,0,0,0,3.57599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.162055,0,0
0,0,0,0,0,0,0,3.57599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.162055,0
0,0,0,0,0,0,0,0,3.57599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.162055
0,0,0,0,0,0,0,0,0,3.57599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,3.57599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3.57599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,3.57599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3.57599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57599,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57599,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57599,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57599,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57599,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57599,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57599,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57599,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57599,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57599,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57599,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57599,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57599,0,0
4.192355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57599,0
0,4.192355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57599
0,0,4.192355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4.192355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4.192355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,4.192355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,4.192355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,4.192355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,4.192355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,4.192355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,4.192355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,4.192355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,4.192355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4.192355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.192355,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.192355,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.192355,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.192355,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.192355,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.192355,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.192355,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.192355,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.192355,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.192355,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.192355,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.192355,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.192355,0,0
3.431953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.192355,0
0,3.431953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.192355
0,0,3.431953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3.431953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3.431953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3.431953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3.431953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3.431953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3.431953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3.431953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,3.431953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3.431953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,3.431953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3.305785,-4.724409,0,-3.787879,1.538462,1.5625,0,-3.030303,2.325581,0,3.2,0,-2.34375,-3.759398,2.307692,-2.255639,2.307692,2.362205,0,1.6,0.806452,-1.587302,-1.5625,1.587302,-0.787402,0,0,-0.78125,0
-3.418803,-3.305785,-4.724409,0,-3.787879,1.538462,1.5625,0,-3.030303,2.325581,0,3.2,0,-2.34375,-3.759398,2.307692,-2.255639,2.307692,2.362205,0,1.6,0.806452,-1.587302,-1.5625,1.587302,-0.787402,0,0,-0.78125
2.654867,-3.418803,-3.305785,-4.724409,0,-3.787879,1.538462,1.5625,0,-3.030303,2.325581,0,3.2,0,-2.34375,-3.759398,2.307692,-2.255639,2.307692,2.362205,0,1.6,0.806452,-1.587302,-1.5625,1.587302,-0.787402,0,0
0,2.654867,-3.418803,-3.305785,-4.724409,0,-3.787879,1.538462,1.5625,0,-3.030303,2.325581,0,3.2,0,-2.34375,-3.759398,2.307692,-2.255639,2.307692,2.362205,0,1.6,0.806452,-1.587302,-1.5625,1.587302,-0.787402,0
3.448276,0,2.654867,-3.418803,-3.305785,-4.724409,0,-3.787879,1.538462,1.5625,0,-3.030303,2.325581,0,3.2,0,-2.34375,-3.759398,2.307692,-2.255639,2.307692,2.362205,0,1.6,0.806452,-1.587302,-1.5625,1.587302,-0.787402
3.333333,3.448276,0,2.654867,-3.418803,-3.305785,-4.724409,0,-3.787879,1.538462,1.5625,0,-3.030303,2.325581,0,3.2,0,-2.34375,-3.759398,2.307692,-2.255639,2.307692,2.362205,0,1.6,0.806452,-1.587302,-1.5625,1.587302
4.83871,3.333333,3.448276,0,2.654867,-3.418803,-3.305785,-4.724409,0,-3.787879,1.538462,1.5625,0,-3.030303,2.325581,0,3.2,0,-2.34375,-3.759398,2.307692,-2.255639,2.307692,2.362205,0,1.6,0.806452,-1.587302,-1.5625
2.307692,4.83871,3.333333,3.448276,0,2.654867,-3.418803,-3.305785,-4.724409,0,-3.787879,1.538462,1.5625,0,-3.030303,2.325581,0,3.2,0,-2.34375,-3.759398,2.307692,-2.255639,2.307692,2.362205,0,1.6,0.806452,-1.587302
-1.503759,2.307692,4.83871,3.333333,3.448276,0,2.654867,-3.418803,-3.305785,-4.724409,0,-3.787879,1.538462,1.5625,0,-3.030303,2.325581,0,3.2,0,-2.34375,-3.759398,2.307692,-2.255639,2.307692,2.362205,0,1.6,0.806452
0.763359,-1.503759,2.307692,4.83871,3.333333,3.448276,0,2.654867,-3.418803,-3.305785,-4.724409,0,-3.787879,1.538462,1.5625,0,-3.030303,2.325581,0,3.2,0,-2.34375,-3.759398,2.307692,-2.255639,2.307692,2.362205,0,1.6
2.272727,0.763359,-1.503759,2.307692,4.83871,3.333333,3.448276,0,2.654867,-3.418803,-3.305785,-4.724409,0,-3.787879,1.538462,1.5625,0,-3.030303,2.325581,0,3.2,0,-2.34375,-3.759398,2.307692,-2.255639,2.307692,2.362205,0
1.481481,2.272727,0.763359,-1.503759,2.307692,4.83871,3.333333,3.448276,0,2.654867,-3.418803,-3.305785,-4.724409,0,-3.787879,1.538462,1.5625,0,-3.030303,2.325581,0,3.2,0,-2.34375,-3.759398,2.307692,-2.255639,2.307692,2.362205
2.189781,1.481481,2.272727,0.763359,-1.503759,2.307692,4.83871,3.333333,3.448276,0,2.654867,-3.418803,-3.305785,-4.724409,0,-3.787879,1.538462,1.5625,0,-3.030303,2.325581,0,3.2,0,-2.34375,-3.759398,2.307692,-2.255639,2.307692
-0.714286,2.189781,1.481481,2.272727,0.763359,-1.503759,2.307692,4.83871,3.333333,3.448276,0,2.654867,-3.418803,-3.305785,-4.724409,0,-3.787879,1.538462,1.5625,0,-3.030303,2.325581,0,3.2,0,-2.34375,-3.759398,2.307692,-2.255639
-0.719424,-0.714286,2.189781,1.481481,2.272727,0.763359,-1.503759,2.307692,4.83871,3.333333,3.448276,0,2.654867,-3.418803,-3.305785,-4.724409,0,-3.787879,1.538462,1.5625,0,-3.030303,2.325581,0,3.2,0,-2.34375,-3.759398,2.307692
0,-0.719424,-0.714286,2.189781,1.481481,2.272727,0.763359,-1.503759,2.307692,4.83871,3.333333,3.448276,0,2.654867,-3.418803,-3.305785,-4.724409,0,-3.787879,1.538462,1.5625,0,-3.030303,2.325581,0,3.2,0,-2.34375,-3.759398
3.623188,0,-0.719424,-0.714286,2.189781,1.481481,2.272727,0.763359,-1.503759,2.307692,4.83871,3.333333,3.448276,0,2.654867,-3.418803,-3.305785,-4.724409,0,-3.787879,1.538462,1.5625,0,-3.030303,2.325581,0,3.2,0,-2.34375
-1.398601,3.623188,0,-0.719424,-0.714286,2.189781,1.481481,2.272727,0.763359,-1.503759,2.307692,4.83871,3.333333,3.448276,0,2.654867,-3.418803,-3.305785,-4.724409,0,-3.787879,1.538462,1.5625,0,-3.030303,2.325581,0,3.2,0
