@relation 'Crafting materials-weka.filters.unsupervised.attribute.Remove-R1-10,12'

@attribute 01_change_type {D,U,S}
@attribute p_change_day1_to_day2 numeric
@attribute p_change_day2_to_day3 numeric
@attribute p_change_day3_to_day4 numeric
@attribute p_change_day4_to_day5 numeric
@attribute p_change_day5_to_day6 numeric
@attribute p_change_day6_to_day7 numeric
@attribute p_change_day7_to_day8 numeric
@attribute p_change_day8_to_day9 numeric
@attribute p_change_day9_to_day10 numeric
@attribute p_change_day10_to_day11 numeric
@attribute p_change_day11_to_day12 numeric
@attribute p_change_day12_to_day13 numeric
@attribute p_change_day13_to_day14 numeric
@attribute p_change_day14_to_day15 numeric
@attribute p_change_day15_to_day16 numeric
@attribute p_change_day16_to_day17 numeric
@attribute p_change_day17_to_day18 numeric
@attribute p_change_day18_to_day19 numeric
@attribute p_change_day19_to_day20 numeric
@attribute p_change_day20_to_day21 numeric
@attribute p_change_day21_to_day22 numeric
@attribute p_change_day22_to_day23 numeric
@attribute p_change_day23_to_day24 numeric
@attribute p_change_day24_to_day25 numeric
@attribute p_change_day25_to_day26 numeric
@attribute p_change_day26_to_day27 numeric
@attribute p_change_day27_to_day28 numeric
@attribute p_change_day28_to_day29 numeric

@data
U,5.263158,5.106383,5.381166,5.188679,5.472637,5.235602,5.524862,5.232558,4.878049,1.234568,-1.818182,-1.197605,-4.022989,0,-2.247191,0,2.890173,0.581395,-2.824859,-0.561798,1.714286,2.339181,-1.724138,4.191617,-0.595238,0.598802,3.726708,1.898734
U,5,5.263158,5.106383,5.381166,5.188679,5.472637,5.235602,5.524862,5.232558,4.878049,1.234568,-1.818182,-1.197605,-4.022989,0,-2.247191,0,2.890173,0.581395,-2.824859,-0.561798,1.714286,2.339181,-1.724138,4.191617,-0.595238,0.598802,3.726708
U,5.128205,5,5.263158,5.106383,5.381166,5.188679,5.472637,5.235602,5.524862,5.232558,4.878049,1.234568,-1.818182,-1.197605,-4.022989,0,-2.247191,0,2.890173,0.581395,-2.824859,-0.561798,1.714286,2.339181,-1.724138,4.191617,-0.595238,0.598802
U,5.226481,5.128205,5,5.263158,5.106383,5.381166,5.188679,5.472637,5.235602,5.524862,5.232558,4.878049,1.234568,-1.818182,-1.197605,-4.022989,0,-2.247191,0,2.890173,0.581395,-2.824859,-0.561798,1.714286,2.339181,-1.724138,4.191617,-0.595238
U,5.298013,5.226481,5.128205,5,5.263158,5.106383,5.381166,5.188679,5.472637,5.235602,5.524862,5.232558,4.878049,1.234568,-1.818182,-1.197605,-4.022989,0,-2.247191,0,2.890173,0.581395,-2.824859,-0.561798,1.714286,2.339181,-1.724138,4.191617
U,5.031447,5.298013,5.226481,5.128205,5,5.263158,5.106383,5.381166,5.188679,5.472637,5.235602,5.524862,5.232558,4.878049,1.234568,-1.818182,-1.197605,-4.022989,0,-2.247191,0,2.890173,0.581395,-2.824859,-0.561798,1.714286,2.339181,-1.724138
D,4.191617,5.031447,5.298013,5.226481,5.128205,5,5.263158,5.106383,5.381166,5.188679,5.472637,5.235602,5.524862,5.232558,4.878049,1.234568,-1.818182,-1.197605,-4.022989,0,-2.247191,0,2.890173,0.581395,-2.824859,-0.561798,1.714286,2.339181
D,-4.597701,4.191617,5.031447,5.298013,5.226481,5.128205,5,5.263158,5.106383,5.381166,5.188679,5.472637,5.235602,5.524862,5.232558,4.878049,1.234568,-1.818182,-1.197605,-4.022989,0,-2.247191,0,2.890173,0.581395,-2.824859,-0.561798,1.714286
S,-5.120482,-4.597701,4.191617,5.031447,5.298013,5.226481,5.128205,5,5.263158,5.106383,5.381166,5.188679,5.472637,5.235602,5.524862,5.232558,4.878049,1.234568,-1.818182,-1.197605,-4.022989,0,-2.247191,0,2.890173,0.581395,-2.824859,-0.561798
U,0,-5.120482,-4.597701,4.191617,5.031447,5.298013,5.226481,5.128205,5,5.263158,5.106383,5.381166,5.188679,5.472637,5.235602,5.524862,5.232558,4.878049,1.234568,-1.818182,-1.197605,-4.022989,0,-2.247191,0,2.890173,0.581395,-2.824859
U,2.539683,0,-5.120482,-4.597701,4.191617,5.031447,5.298013,5.226481,5.128205,5,5.263158,5.106383,5.381166,5.188679,5.472637,5.235602,5.524862,5.232558,4.878049,1.234568,-1.818182,-1.197605,-4.022989,0,-2.247191,0,2.890173,0.581395
U,4.334365,2.539683,0,-5.120482,-4.597701,4.191617,5.031447,5.298013,5.226481,5.128205,5,5.263158,5.106383,5.381166,5.188679,5.472637,5.235602,5.524862,5.232558,4.878049,1.234568,-1.818182,-1.197605,-4.022989,0,-2.247191,0,2.890173
U,3.857567,4.334365,2.539683,0,-5.120482,-4.597701,4.191617,5.031447,5.298013,5.226481,5.128205,5,5.263158,5.106383,5.381166,5.188679,5.472637,5.235602,5.524862,5.232558,4.878049,1.234568,-1.818182,-1.197605,-4.022989,0,-2.247191,0
U,2.857143,3.857567,4.334365,2.539683,0,-5.120482,-4.597701,4.191617,5.031447,5.298013,5.226481,5.128205,5,5.263158,5.106383,5.381166,5.188679,5.472637,5.235602,5.524862,5.232558,4.878049,1.234568,-1.818182,-1.197605,-4.022989,0,-2.247191
U,4.444444,2.857143,3.857567,4.334365,2.539683,0,-5.120482,-4.597701,4.191617,5.031447,5.298013,5.226481,5.128205,5,5.263158,5.106383,5.381166,5.188679,5.472637,5.235602,5.524862,5.232558,4.878049,1.234568,-1.818182,-1.197605,-4.022989,0
U,2.925532,4.444444,2.857143,3.857567,4.334365,2.539683,0,-5.120482,-4.597701,4.191617,5.031447,5.298013,5.226481,5.128205,5,5.263158,5.106383,5.381166,5.188679,5.472637,5.235602,5.524862,5.232558,4.878049,1.234568,-1.818182,-1.197605,-4.022989
D,4.909561,2.925532,4.444444,2.857143,3.857567,4.334365,2.539683,0,-5.120482,-4.597701,4.191617,5.031447,5.298013,5.226481,5.128205,5,5.263158,5.106383,5.381166,5.188679,5.472637,5.235602,5.524862,5.232558,4.878049,1.234568,-1.818182,-1.197605
D,-4.187192,4.909561,2.925532,4.444444,2.857143,3.857567,4.334365,2.539683,0,-5.120482,-4.597701,4.191617,5.031447,5.298013,5.226481,5.128205,5,5.263158,5.106383,5.381166,5.188679,5.472637,5.235602,5.524862,5.232558,4.878049,1.234568,-1.818182
D,-4.884319,-4.187192,4.909561,2.925532,4.444444,2.857143,3.857567,4.334365,2.539683,0,-5.120482,-4.597701,4.191617,5.031447,5.298013,5.226481,5.128205,5,5.263158,5.106383,5.381166,5.188679,5.472637,5.235602,5.524862,5.232558,4.878049,1.234568
D,-2.972973,-4.884319,-4.187192,4.909561,2.925532,4.444444,2.857143,3.857567,4.334365,2.539683,0,-5.120482,-4.597701,4.191617,5.031447,5.298013,5.226481,5.128205,5,5.263158,5.106383,5.381166,5.188679,5.472637,5.235602,5.524862,5.232558,4.878049
D,-3.342618,-2.972973,-4.884319,-4.187192,4.909561,2.925532,4.444444,2.857143,3.857567,4.334365,2.539683,0,-5.120482,-4.597701,4.191617,5.031447,5.298013,5.226481,5.128205,5,5.263158,5.106383,5.381166,5.188679,5.472637,5.235602,5.524862,5.232558
U,-2.305476,-3.342618,-2.972973,-4.884319,-4.187192,4.909561,2.925532,4.444444,2.857143,3.857567,4.334365,2.539683,0,-5.120482,-4.597701,4.191617,5.031447,5.298013,5.226481,5.128205,5,5.263158,5.106383,5.381166,5.188679,5.472637,5.235602,5.524862
U,5.014749,-2.305476,-3.342618,-2.972973,-4.884319,-4.187192,4.909561,2.925532,4.444444,2.857143,3.857567,4.334365,2.539683,0,-5.120482,-4.597701,4.191617,5.031447,5.298013,5.226481,5.128205,5,5.263158,5.106383,5.381166,5.188679,5.472637,5.235602
U,4.494382,5.014749,-2.305476,-3.342618,-2.972973,-4.884319,-4.187192,4.909561,2.925532,4.444444,2.857143,3.857567,4.334365,2.539683,0,-5.120482,-4.597701,4.191617,5.031447,5.298013,5.226481,5.128205,5,5.263158,5.106383,5.381166,5.188679,5.472637
D,0.537634,4.494382,5.014749,-2.305476,-3.342618,-2.972973,-4.884319,-4.187192,4.909561,2.925532,4.444444,2.857143,3.857567,4.334365,2.539683,0,-5.120482,-4.597701,4.191617,5.031447,5.298013,5.226481,5.128205,5,5.263158,5.106383,5.381166,5.188679
D,-2.673797,0.537634,4.494382,5.014749,-2.305476,-3.342618,-2.972973,-4.884319,-4.187192,4.909561,2.925532,4.444444,2.857143,3.857567,4.334365,2.539683,0,-5.120482,-4.597701,4.191617,5.031447,5.298013,5.226481,5.128205,5,5.263158,5.106383,5.381166
D,-2.197802,-2.673797,0.537634,4.494382,5.014749,-2.305476,-3.342618,-2.972973,-4.884319,-4.187192,4.909561,2.925532,4.444444,2.857143,3.857567,4.334365,2.539683,0,-5.120482,-4.597701,4.191617,5.031447,5.298013,5.226481,5.128205,5,5.263158,5.106383
S,-3.651685,-2.197802,-2.673797,0.537634,4.494382,5.014749,-2.305476,-3.342618,-2.972973,-4.884319,-4.187192,4.909561,2.925532,4.444444,2.857143,3.857567,4.334365,2.539683,0,-5.120482,-4.597701,4.191617,5.031447,5.298013,5.226481,5.128205,5,5.263158
U,0,-3.651685,-2.197802,-2.673797,0.537634,4.494382,5.014749,-2.305476,-3.342618,-2.972973,-4.884319,-4.187192,4.909561,2.925532,4.444444,2.857143,3.857567,4.334365,2.539683,0,-5.120482,-4.597701,4.191617,5.031447,5.298013,5.226481,5.128205,5
D,2.332362,0,-3.651685,-2.197802,-2.673797,0.537634,4.494382,5.014749,-2.305476,-3.342618,-2.972973,-4.884319,-4.187192,4.909561,2.925532,4.444444,2.857143,3.857567,4.334365,2.539683,0,-5.120482,-4.597701,4.191617,5.031447,5.298013,5.226481,5.128205
D,-1.424501,2.332362,0,-3.651685,-2.197802,-2.673797,0.537634,4.494382,5.014749,-2.305476,-3.342618,-2.972973,-4.884319,-4.187192,4.909561,2.925532,4.444444,2.857143,3.857567,4.334365,2.539683,0,-5.120482,-4.597701,4.191617,5.031447,5.298013,5.226481
D,-1.734104,-1.424501,2.332362,0,-3.651685,-2.197802,-2.673797,0.537634,4.494382,5.014749,-2.305476,-3.342618,-2.972973,-4.884319,-4.187192,4.909561,2.925532,4.444444,2.857143,3.857567,4.334365,2.539683,0,-5.120482,-4.597701,4.191617,5.031447,5.298013
D,-4.705882,-1.734104,-1.424501,2.332362,0,-3.651685,-2.197802,-2.673797,0.537634,4.494382,5.014749,-2.305476,-3.342618,-2.972973,-4.884319,-4.187192,4.909561,2.925532,4.444444,2.857143,3.857567,4.334365,2.539683,0,-5.120482,-4.597701,4.191617,5.031447
D,-5.246914,-4.705882,-1.734104,-1.424501,2.332362,0,-3.651685,-2.197802,-2.673797,0.537634,4.494382,5.014749,-2.305476,-3.342618,-2.972973,-4.884319,-4.187192,4.909561,2.925532,4.444444,2.857143,3.857567,4.334365,2.539683,0,-5.120482,-4.597701,4.191617
D,-2.931596,-5.246914,-4.705882,-1.734104,-1.424501,2.332362,0,-3.651685,-2.197802,-2.673797,0.537634,4.494382,5.014749,-2.305476,-3.342618,-2.972973,-4.884319,-4.187192,4.909561,2.925532,4.444444,2.857143,3.857567,4.334365,2.539683,0,-5.120482,-4.597701
U,-0.33557,-2.931596,-5.246914,-4.705882,-1.734104,-1.424501,2.332362,0,-3.651685,-2.197802,-2.673797,0.537634,4.494382,5.014749,-2.305476,-3.342618,-2.972973,-4.884319,-4.187192,4.909561,2.925532,4.444444,2.857143,3.857567,4.334365,2.539683,0,-5.120482
D,1.010101,-0.33557,-2.931596,-5.246914,-4.705882,-1.734104,-1.424501,2.332362,0,-3.651685,-2.197802,-2.673797,0.537634,4.494382,5.014749,-2.305476,-3.342618,-2.972973,-4.884319,-4.187192,4.909561,2.925532,4.444444,2.857143,3.857567,4.334365,2.539683,0
U,-0.666667,1.010101,-0.33557,-2.931596,-5.246914,-4.705882,-1.734104,-1.424501,2.332362,0,-3.651685,-2.197802,-2.673797,0.537634,4.494382,5.014749,-2.305476,-3.342618,-2.972973,-4.884319,-4.187192,4.909561,2.925532,4.444444,2.857143,3.857567,4.334365,2.539683
D,0.33557,-0.666667,1.010101,-0.33557,-2.931596,-5.246914,-4.705882,-1.734104,-1.424501,2.332362,0,-3.651685,-2.197802,-2.673797,0.537634,4.494382,5.014749,-2.305476,-3.342618,-2.972973,-4.884319,-4.187192,4.909561,2.925532,4.444444,2.857143,3.857567,4.334365
D,-4.013378,0.33557,-0.666667,1.010101,-0.33557,-2.931596,-5.246914,-4.705882,-1.734104,-1.424501,2.332362,0,-3.651685,-2.197802,-2.673797,0.537634,4.494382,5.014749,-2.305476,-3.342618,-2.972973,-4.884319,-4.187192,4.909561,2.925532,4.444444,2.857143,3.857567
D,-4.181185,-4.013378,0.33557,-0.666667,1.010101,-0.33557,-2.931596,-5.246914,-4.705882,-1.734104,-1.424501,2.332362,0,-3.651685,-2.197802,-2.673797,0.537634,4.494382,5.014749,-2.305476,-3.342618,-2.972973,-4.884319,-4.187192,4.909561,2.925532,4.444444,2.857143
D,-4,-4.181185,-4.013378,0.33557,-0.666667,1.010101,-0.33557,-2.931596,-5.246914,-4.705882,-1.734104,-1.424501,2.332362,0,-3.651685,-2.197802,-2.673797,0.537634,4.494382,5.014749,-2.305476,-3.342618,-2.972973,-4.884319,-4.187192,4.909561,2.925532,4.444444
D,-0.378788,-4,-4.181185,-4.013378,0.33557,-0.666667,1.010101,-0.33557,-2.931596,-5.246914,-4.705882,-1.734104,-1.424501,2.332362,0,-3.651685,-2.197802,-2.673797,0.537634,4.494382,5.014749,-2.305476,-3.342618,-2.972973,-4.884319,-4.187192,4.909561,2.925532
D,-3.802281,-0.378788,-4,-4.181185,-4.013378,0.33557,-0.666667,1.010101,-0.33557,-2.931596,-5.246914,-4.705882,-1.734104,-1.424501,2.332362,0,-3.651685,-2.197802,-2.673797,0.537634,4.494382,5.014749,-2.305476,-3.342618,-2.972973,-4.884319,-4.187192,4.909561
D,-2.371542,-3.802281,-0.378788,-4,-4.181185,-4.013378,0.33557,-0.666667,1.010101,-0.33557,-2.931596,-5.246914,-4.705882,-1.734104,-1.424501,2.332362,0,-3.651685,-2.197802,-2.673797,0.537634,4.494382,5.014749,-2.305476,-3.342618,-2.972973,-4.884319,-4.187192
D,-4.048583,-2.371542,-3.802281,-0.378788,-4,-4.181185,-4.013378,0.33557,-0.666667,1.010101,-0.33557,-2.931596,-5.246914,-4.705882,-1.734104,-1.424501,2.332362,0,-3.651685,-2.197802,-2.673797,0.537634,4.494382,5.014749,-2.305476,-3.342618,-2.972973,-4.884319
D,-1.265823,-4.048583,-2.371542,-3.802281,-0.378788,-4,-4.181185,-4.013378,0.33557,-0.666667,1.010101,-0.33557,-2.931596,-5.246914,-4.705882,-1.734104,-1.424501,2.332362,0,-3.651685,-2.197802,-2.673797,0.537634,4.494382,5.014749,-2.305476,-3.342618,-2.972973
D,-2.991453,-1.265823,-4.048583,-2.371542,-3.802281,-0.378788,-4,-4.181185,-4.013378,0.33557,-0.666667,1.010101,-0.33557,-2.931596,-5.246914,-4.705882,-1.734104,-1.424501,2.332362,0,-3.651685,-2.197802,-2.673797,0.537634,4.494382,5.014749,-2.305476,-3.342618
D,-2.643172,-2.991453,-1.265823,-4.048583,-2.371542,-3.802281,-0.378788,-4,-4.181185,-4.013378,0.33557,-0.666667,1.010101,-0.33557,-2.931596,-5.246914,-4.705882,-1.734104,-1.424501,2.332362,0,-3.651685,-2.197802,-2.673797,0.537634,4.494382,5.014749,-2.305476
U,-1.357466,-2.643172,-2.991453,-1.265823,-4.048583,-2.371542,-3.802281,-0.378788,-4,-4.181185,-4.013378,0.33557,-0.666667,1.010101,-0.33557,-2.931596,-5.246914,-4.705882,-1.734104,-1.424501,2.332362,0,-3.651685,-2.197802,-2.673797,0.537634,4.494382,5.014749
U,1.834862,-1.357466,-2.643172,-2.991453,-1.265823,-4.048583,-2.371542,-3.802281,-0.378788,-4,-4.181185,-4.013378,0.33557,-0.666667,1.010101,-0.33557,-2.931596,-5.246914,-4.705882,-1.734104,-1.424501,2.332362,0,-3.651685,-2.197802,-2.673797,0.537634,4.494382
U,3.603604,1.834862,-1.357466,-2.643172,-2.991453,-1.265823,-4.048583,-2.371542,-3.802281,-0.378788,-4,-4.181185,-4.013378,0.33557,-0.666667,1.010101,-0.33557,-2.931596,-5.246914,-4.705882,-1.734104,-1.424501,2.332362,0,-3.651685,-2.197802,-2.673797,0.537634
U,3.478261,3.603604,1.834862,-1.357466,-2.643172,-2.991453,-1.265823,-4.048583,-2.371542,-3.802281,-0.378788,-4,-4.181185,-4.013378,0.33557,-0.666667,1.010101,-0.33557,-2.931596,-5.246914,-4.705882,-1.734104,-1.424501,2.332362,0,-3.651685,-2.197802,-2.673797
U,3.361345,3.478261,3.603604,1.834862,-1.357466,-2.643172,-2.991453,-1.265823,-4.048583,-2.371542,-3.802281,-0.378788,-4,-4.181185,-4.013378,0.33557,-0.666667,1.010101,-0.33557,-2.931596,-5.246914,-4.705882,-1.734104,-1.424501,2.332362,0,-3.651685,-2.197802
D,2.439024,3.361345,3.478261,3.603604,1.834862,-1.357466,-2.643172,-2.991453,-1.265823,-4.048583,-2.371542,-3.802281,-0.378788,-4,-4.181185,-4.013378,0.33557,-0.666667,1.010101,-0.33557,-2.931596,-5.246914,-4.705882,-1.734104,-1.424501,2.332362,0,-3.651685
D,-1.984127,2.439024,3.361345,3.478261,3.603604,1.834862,-1.357466,-2.643172,-2.991453,-1.265823,-4.048583,-2.371542,-3.802281,-0.378788,-4,-4.181185,-4.013378,0.33557,-0.666667,1.010101,-0.33557,-2.931596,-5.246914,-4.705882,-1.734104,-1.424501,2.332362,0
U,-2.024291,-1.984127,2.439024,3.361345,3.478261,3.603604,1.834862,-1.357466,-2.643172,-2.991453,-1.265823,-4.048583,-2.371542,-3.802281,-0.378788,-4,-4.181185,-4.013378,0.33557,-0.666667,1.010101,-0.33557,-2.931596,-5.246914,-4.705882,-1.734104,-1.424501,2.332362
U,1.239669,-2.024291,-1.984127,2.439024,3.361345,3.478261,3.603604,1.834862,-1.357466,-2.643172,-2.991453,-1.265823,-4.048583,-2.371542,-3.802281,-0.378788,-4,-4.181185,-4.013378,0.33557,-0.666667,1.010101,-0.33557,-2.931596,-5.246914,-4.705882,-1.734104,-1.424501
U,1.632653,1.239669,-2.024291,-1.984127,2.439024,3.361345,3.478261,3.603604,1.834862,-1.357466,-2.643172,-2.991453,-1.265823,-4.048583,-2.371542,-3.802281,-0.378788,-4,-4.181185,-4.013378,0.33557,-0.666667,1.010101,-0.33557,-2.931596,-5.246914,-4.705882,-1.734104
D,0.401606,1.632653,1.239669,-2.024291,-1.984127,2.439024,3.361345,3.478261,3.603604,1.834862,-1.357466,-2.643172,-2.991453,-1.265823,-4.048583,-2.371542,-3.802281,-0.378788,-4,-4.181185,-4.013378,0.33557,-0.666667,1.010101,-0.33557,-2.931596,-5.246914,-4.705882
D,-0.4,0.401606,1.632653,1.239669,-2.024291,-1.984127,2.439024,3.361345,3.478261,3.603604,1.834862,-1.357466,-2.643172,-2.991453,-1.265823,-4.048583,-2.371542,-3.802281,-0.378788,-4,-4.181185,-4.013378,0.33557,-0.666667,1.010101,-0.33557,-2.931596,-5.246914
U,-1.204819,-0.4,0.401606,1.632653,1.239669,-2.024291,-1.984127,2.439024,3.361345,3.478261,3.603604,1.834862,-1.357466,-2.643172,-2.991453,-1.265823,-4.048583,-2.371542,-3.802281,-0.378788,-4,-4.181185,-4.013378,0.33557,-0.666667,1.010101,-0.33557,-2.931596
D,0.813008,-1.204819,-0.4,0.401606,1.632653,1.239669,-2.024291,-1.984127,2.439024,3.361345,3.478261,3.603604,1.834862,-1.357466,-2.643172,-2.991453,-1.265823,-4.048583,-2.371542,-3.802281,-0.378788,-4,-4.181185,-4.013378,0.33557,-0.666667,1.010101,-0.33557
D,-0.806452,0.813008,-1.204819,-0.4,0.401606,1.632653,1.239669,-2.024291,-1.984127,2.439024,3.361345,3.478261,3.603604,1.834862,-1.357466,-2.643172,-2.991453,-1.265823,-4.048583,-2.371542,-3.802281,-0.378788,-4,-4.181185,-4.013378,0.33557,-0.666667,1.010101
S,-2.03252,-0.806452,0.813008,-1.204819,-0.4,0.401606,1.632653,1.239669,-2.024291,-1.984127,2.439024,3.361345,3.478261,3.603604,1.834862,-1.357466,-2.643172,-2.991453,-1.265823,-4.048583,-2.371542,-3.802281,-0.378788,-4,-4.181185,-4.013378,0.33557,-0.666667
D,0,-2.03252,-0.806452,0.813008,-1.204819,-0.4,0.401606,1.632653,1.239669,-2.024291,-1.984127,2.439024,3.361345,3.478261,3.603604,1.834862,-1.357466,-2.643172,-2.991453,-1.265823,-4.048583,-2.371542,-3.802281,-0.378788,-4,-4.181185,-4.013378,0.33557
U,-0.414938,0,-2.03252,-0.806452,0.813008,-1.204819,-0.4,0.401606,1.632653,1.239669,-2.024291,-1.984127,2.439024,3.361345,3.478261,3.603604,1.834862,-1.357466,-2.643172,-2.991453,-1.265823,-4.048583,-2.371542,-3.802281,-0.378788,-4,-4.181185,-4.013378
U,1.666667,-0.414938,0,-2.03252,-0.806452,0.813008,-1.204819,-0.4,0.401606,1.632653,1.239669,-2.024291,-1.984127,2.439024,3.361345,3.478261,3.603604,1.834862,-1.357466,-2.643172,-2.991453,-1.265823,-4.048583,-2.371542,-3.802281,-0.378788,-4,-4.181185
D,3.688525,1.666667,-0.414938,0,-2.03252,-0.806452,0.813008,-1.204819,-0.4,0.401606,1.632653,1.239669,-2.024291,-1.984127,2.439024,3.361345,3.478261,3.603604,1.834862,-1.357466,-2.643172,-2.991453,-1.265823,-4.048583,-2.371542,-3.802281,-0.378788,-4
U,-0.790514,3.688525,1.666667,-0.414938,0,-2.03252,-0.806452,0.813008,-1.204819,-0.4,0.401606,1.632653,1.239669,-2.024291,-1.984127,2.439024,3.361345,3.478261,3.603604,1.834862,-1.357466,-2.643172,-2.991453,-1.265823,-4.048583,-2.371542,-3.802281,-0.378788
U,4.780876,-0.790514,3.688525,1.666667,-0.414938,0,-2.03252,-0.806452,0.813008,-1.204819,-0.4,0.401606,1.632653,1.239669,-2.024291,-1.984127,2.439024,3.361345,3.478261,3.603604,1.834862,-1.357466,-2.643172,-2.991453,-1.265823,-4.048583,-2.371542,-3.802281
D,2.661597,4.780876,-0.790514,3.688525,1.666667,-0.414938,0,-2.03252,-0.806452,0.813008,-1.204819,-0.4,0.401606,1.632653,1.239669,-2.024291,-1.984127,2.439024,3.361345,3.478261,3.603604,1.834862,-1.357466,-2.643172,-2.991453,-1.265823,-4.048583,-2.371542
D,-3.703704,2.661597,4.780876,-0.790514,3.688525,1.666667,-0.414938,0,-2.03252,-0.806452,0.813008,-1.204819,-0.4,0.401606,1.632653,1.239669,-2.024291,-1.984127,2.439024,3.361345,3.478261,3.603604,1.834862,-1.357466,-2.643172,-2.991453,-1.265823,-4.048583
U,-1.923077,-3.703704,2.661597,4.780876,-0.790514,3.688525,1.666667,-0.414938,0,-2.03252,-0.806452,0.813008,-1.204819,-0.4,0.401606,1.632653,1.239669,-2.024291,-1.984127,2.439024,3.361345,3.478261,3.603604,1.834862,-1.357466,-2.643172,-2.991453,-1.265823
U,0.784314,-1.923077,-3.703704,2.661597,4.780876,-0.790514,3.688525,1.666667,-0.414938,0,-2.03252,-0.806452,0.813008,-1.204819,-0.4,0.401606,1.632653,1.239669,-2.024291,-1.984127,2.439024,3.361345,3.478261,3.603604,1.834862,-1.357466,-2.643172,-2.991453
U,3.501946,0.784314,-1.923077,-3.703704,2.661597,4.780876,-0.790514,3.688525,1.666667,-0.414938,0,-2.03252,-0.806452,0.813008,-1.204819,-0.4,0.401606,1.632653,1.239669,-2.024291,-1.984127,2.439024,3.361345,3.478261,3.603604,1.834862,-1.357466,-2.643172
U,2.255639,3.501946,0.784314,-1.923077,-3.703704,2.661597,4.780876,-0.790514,3.688525,1.666667,-0.414938,0,-2.03252,-0.806452,0.813008,-1.204819,-0.4,0.401606,1.632653,1.239669,-2.024291,-1.984127,2.439024,3.361345,3.478261,3.603604,1.834862,-1.357466
D,0.367647,2.255639,3.501946,0.784314,-1.923077,-3.703704,2.661597,4.780876,-0.790514,3.688525,1.666667,-0.414938,0,-2.03252,-0.806452,0.813008,-1.204819,-0.4,0.401606,1.632653,1.239669,-2.024291,-1.984127,2.439024,3.361345,3.478261,3.603604,1.834862
D,-4.029304,0.367647,2.255639,3.501946,0.784314,-1.923077,-3.703704,2.661597,4.780876,-0.790514,3.688525,1.666667,-0.414938,0,-2.03252,-0.806452,0.813008,-1.204819,-0.4,0.401606,1.632653,1.239669,-2.024291,-1.984127,2.439024,3.361345,3.478261,3.603604
D,-4.198473,-4.029304,0.367647,2.255639,3.501946,0.784314,-1.923077,-3.703704,2.661597,4.780876,-0.790514,3.688525,1.666667,-0.414938,0,-2.03252,-0.806452,0.813008,-1.204819,-0.4,0.401606,1.632653,1.239669,-2.024291,-1.984127,2.439024,3.361345,3.478261
D,-5.179283,-4.198473,-4.029304,0.367647,2.255639,3.501946,0.784314,-1.923077,-3.703704,2.661597,4.780876,-0.790514,3.688525,1.666667,-0.414938,0,-2.03252,-0.806452,0.813008,-1.204819,-0.4,0.401606,1.632653,1.239669,-2.024291,-1.984127,2.439024,3.361345
D,-5.042017,-5.179283,-4.198473,-4.029304,0.367647,2.255639,3.501946,0.784314,-1.923077,-3.703704,2.661597,4.780876,-0.790514,3.688525,1.666667,-0.414938,0,-2.03252,-0.806452,0.813008,-1.204819,-0.4,0.401606,1.632653,1.239669,-2.024291,-1.984127,2.439024
D,-3.097345,-5.042017,-5.179283,-4.198473,-4.029304,0.367647,2.255639,3.501946,0.784314,-1.923077,-3.703704,2.661597,4.780876,-0.790514,3.688525,1.666667,-0.414938,0,-2.03252,-0.806452,0.813008,-1.204819,-0.4,0.401606,1.632653,1.239669,-2.024291,-1.984127
D,-2.283105,-3.097345,-5.042017,-5.179283,-4.198473,-4.029304,0.367647,2.255639,3.501946,0.784314,-1.923077,-3.703704,2.661597,4.780876,-0.790514,3.688525,1.666667,-0.414938,0,-2.03252,-0.806452,0.813008,-1.204819,-0.4,0.401606,1.632653,1.239669,-2.024291
U,-2.803738,-2.283105,-3.097345,-5.042017,-5.179283,-4.198473,-4.029304,0.367647,2.255639,3.501946,0.784314,-1.923077,-3.703704,2.661597,4.780876,-0.790514,3.688525,1.666667,-0.414938,0,-2.03252,-0.806452,0.813008,-1.204819,-0.4,0.401606,1.632653,1.239669
U,1.923077,-2.803738,-2.283105,-3.097345,-5.042017,-5.179283,-4.198473,-4.029304,0.367647,2.255639,3.501946,0.784314,-1.923077,-3.703704,2.661597,4.780876,-0.790514,3.688525,1.666667,-0.414938,0,-2.03252,-0.806452,0.813008,-1.204819,-0.4,0.401606,1.632653
U,2.830189,1.923077,-2.803738,-2.283105,-3.097345,-5.042017,-5.179283,-4.198473,-4.029304,0.367647,2.255639,3.501946,0.784314,-1.923077,-3.703704,2.661597,4.780876,-0.790514,3.688525,1.666667,-0.414938,0,-2.03252,-0.806452,0.813008,-1.204819,-0.4,0.401606
U,3.211009,2.830189,1.923077,-2.803738,-2.283105,-3.097345,-5.042017,-5.179283,-4.198473,-4.029304,0.367647,2.255639,3.501946,0.784314,-1.923077,-3.703704,2.661597,4.780876,-0.790514,3.688525,1.666667,-0.414938,0,-2.03252,-0.806452,0.813008,-1.204819,-0.4
U,3.555556,3.211009,2.830189,1.923077,-2.803738,-2.283105,-3.097345,-5.042017,-5.179283,-4.198473,-4.029304,0.367647,2.255639,3.501946,0.784314,-1.923077,-3.703704,2.661597,4.780876,-0.790514,3.688525,1.666667,-0.414938,0,-2.03252,-0.806452,0.813008,-1.204819
