ID,category,timestamp,price_now,price_one,price_seven,price_thirty,thirty_min,thirty_max,thirty_avg,01_change_type,p_change_day0_to_day1,p_change_day1_to_day2,p_change_day2_to_day3,p_change_day3_to_day4,p_change_day4_to_day5,p_change_day5_to_day6,p_change_day6_to_day7,p_change_day7_to_day8,p_change_day8_to_day9,p_change_day9_to_day10,p_change_day10_to_day11,p_change_day11_to_day12,p_change_day12_to_day13,p_change_day13_to_day14,p_change_day14_to_day15,p_change_day15_to_day16,p_change_day16_to_day17,p_change_day17_to_day18,p_change_day18_to_day19,p_change_day19_to_day20,p_change_day20_to_day21,p_change_day21_to_day22,p_change_day22_to_day23,p_change_day23_to_day24,p_change_day24_to_day25,p_change_day25_to_day26,p_change_day26_to_day27,p_change_day27_to_day28,p_change_day28_to_day29
556,Runes Spells and Teleports,1449964800000,30,29,26,24,24,30,26.066666666666666,U,3.4482758620689653,3.571428571428571,0,0,0,3.7037037037037033,3.8461538461538463,0,4,0,0,0,0,0,0,0,0,-3.8461538461538463,0,0,0,0,0,0,0,4,0,0,4.166666666666666
556,Runes Spells and Teleports,1450051200000,31,30,27,24,25,31,26.3,U,3.3333333333333335,3.4482758620689653,3.571428571428571,0,0,0,3.7037037037037033,3.8461538461538463,0,4,0,0,0,0,0,0,0,0,-3.8461538461538463,0,0,0,0,0,0,0,4,0,0
556,Runes Spells and Teleports,1450137600000,32,31,28,25,25,32,26.533333333333335,U,3.225806451612903,3.3333333333333335,3.4482758620689653,3.571428571428571,0,0,0,3.7037037037037033,3.8461538461538463,0,4,0,0,0,0,0,0,0,0,-3.8461538461538463,0,0,0,0,0,0,0,4,0
556,Runes Spells and Teleports,1450224000000,33,32,28,25,25,33,26.8,U,3.125,3.225806451612903,3.3333333333333335,3.4482758620689653,3.571428571428571,0,0,0,3.7037037037037033,3.8461538461538463,0,4,0,0,0,0,0,0,0,0,-3.8461538461538463,0,0,0,0,0,0,0,4
556,Runes Spells and Teleports,1450310400000,33,33,28,25,25,33,27.066666666666666,S,0,3.125,3.225806451612903,3.3333333333333335,3.4482758620689653,3.571428571428571,0,0,0,3.7037037037037033,3.8461538461538463,0,4,0,0,0,0,0,0,0,0,-3.8461538461538463,0,0,0,0,0,0,0
556,Runes Spells and Teleports,1450396800000,32,33,28,26,25,33,27.266666666666666,D,-3.0303030303030303,0,3.125,3.225806451612903,3.3333333333333335,3.4482758620689653,3.571428571428571,0,0,0,3.7037037037037033,3.8461538461538463,0,4,0,0,0,0,0,0,0,0,-3.8461538461538463,0,0,0,0,0,0
556,Runes Spells and Teleports,1450483200000,30,32,29,26,25,33,27.4,D,-6.25,-3.0303030303030303,0,3.125,3.225806451612903,3.3333333333333335,3.4482758620689653,3.571428571428571,0,0,0,3.7037037037037033,3.8461538461538463,0,4,0,0,0,0,0,0,0,0,-3.8461538461538463,0,0,0,0,0
556,Runes Spells and Teleports,1450569600000,29,30,30,26,25,33,27.5,D,-3.3333333333333335,-6.25,-3.0303030303030303,0,3.125,3.225806451612903,3.3333333333333335,3.4482758620689653,3.571428571428571,0,0,0,3.7037037037037033,3.8461538461538463,0,4,0,0,0,0,0,0,0,0,-3.8461538461538463,0,0,0,0
556,Runes Spells and Teleports,1450656000000,27,29,31,26,25,33,27.533333333333335,D,-6.896551724137931,-3.3333333333333335,-6.25,-3.0303030303030303,0,3.125,3.225806451612903,3.3333333333333335,3.4482758620689653,3.571428571428571,0,0,0,3.7037037037037033,3.8461538461538463,0,4,0,0,0,0,0,0,0,0,-3.8461538461538463,0,0,0
556,Runes Spells and Teleports,1450742400000,26,27,32,26,25,33,27.533333333333335,D,-3.7037037037037033,-6.896551724137931,-3.3333333333333335,-6.25,-3.0303030303030303,0,3.125,3.225806451612903,3.3333333333333335,3.4482758620689653,3.571428571428571,0,0,0,3.7037037037037033,3.8461538461538463,0,4,0,0,0,0,0,0,0,0,-3.8461538461538463,0,0
